month,doctor_id,rep_id,product_id,product_name,region,state,specialty,potential_segment,sales_calls,prescriptions,units_sold,discount_pct,revenue,cost,new_patients,repeat_patients,gross_profit,gross_margin_pct
2026-08-01,D0091,R013,P002,GlucoCare,East,Assam,Diabetology,High,6,36,43,0.0722,39097.98,26703.20,13,23,12394.78,0.3170
2026-08-01,D0092,R008,P001,CardioPlus,East,West Bengal,Cardiology,Medium,5,21,24,0.0853,27440.10,16923.02,5,16,10517.08,0.3833
2026-08-01,D0093,R005,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Low,4,22,25,0.0750,32839.19,20471.84,7,15,12367.35,0.3766
2026-08-01,D0094,R017,P002,GlucoCare,South,Kerala,Diabetology,Low,3,17,20,0.0977,17685.51,12063.62,7,10,5621.90,0.3179
2026-08-01,D0095,R022,P003,RespiraX,South,Tamil Nadu,Pulmonology,Medium,7,34,38,0.0940,48888.77,28806.04,13,21,20082.74,0.4108
2026-08-01,D0095,R022,P005,MediCore,South,Tamil Nadu,Pulmonology,Medium,1,16,21,0.0586,14233.92,10524.45,6,10,3709.47,0.2606
2026-08-01,D0096,R003,P004,NeuroZen,East,Odisha,Neurology,Medium,1,22,28,0.0997,41593.74,24722.06,8,14,16871.67,0.4056
2026-08-01,D0097,R004,P003,RespiraX,West,Maharashtra,Pulmonology,Medium,4,27,36,0.0819,46934.24,29232.94,8,19,17701.30,0.3772
2026-08-01,D0097,R019,P004,NeuroZen,West,Maharashtra,Pulmonology,Medium,3,10,12,0.0990,17839.01,10463.70,3,7,7375.31,0.4134
2026-08-01,D0098,R011,P002,GlucoCare,North,Delhi,Diabetology,Medium,6,36,40,0.0827,35956.26,24305.92,15,21,11650.35,0.3240
2026-08-01,D0099,R003,P002,GlucoCare,East,Assam,Diabetology,Medium,10,42,44,0.0941,39063.51,26784.90,16,26,12278.61,0.3143
2026-08-01,D0100,R025,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,4,26,31,0.0625,28480.71,19486.63,8,18,8994.08,0.3158
2026-08-01,D0101,R005,P004,NeuroZen,Central,Chhattisgarh,Neurology,Medium,4,24,30,0.1050,44303.30,26346.12,5,19,17957.18,0.4053
2026-08-01,D0101,R005,P002,GlucoCare,Central,Chhattisgarh,Neurology,Medium,5,18,21,0.0780,18975.53,12787.48,7,11,6188.05,0.3261
2026-08-01,D0102,R023,P003,RespiraX,East,West Bengal,Pulmonology,Low,2,11,14,0.0808,18274.14,11107.90,4,7,7166.24,0.3922
2026-08-01,D0103,R009,P002,GlucoCare,West,Rajasthan,Diabetology,Low,1,13,15,0.0572,13858.84,9471.47,5,8,4387.38,0.3166
2026-08-01,D0103,R009,P004,NeuroZen,West,Rajasthan,Diabetology,Low,3,7,8,0.0831,12103.00,6800.89,2,5,5302.11,0.4381
2026-08-01,D0104,R005,P001,CardioPlus,Central,Jharkhand,Cardiology,Medium,7,36,46,0.0757,53146.29,33004.96,14,22,20141.34,0.3790
2026-08-01,D0105,R011,P004,NeuroZen,North,Haryana,Neurology,Medium,2,31,35,0.0677,53838.52,31220.53,13,18,22617.99,0.4201
2026-08-01,D0106,R002,P004,NeuroZen,South,Kerala,Neurology,Medium,4,36,43,0.0604,66666.37,39056.45,15,21,27609.92,0.4142
2026-08-01,D0107,R014,P001,CardioPlus,West,Maharashtra,Cardiology,Medium,2,27,29,0.0675,33802.22,20800.40,8,19,13001.82,0.3846
2026-08-01,D0108,R015,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,3,22,26,0.0752,30056.36,19668.33,7,15,10388.03,0.3456
2026-08-01,D0109,R019,P004,NeuroZen,West,Rajasthan,Neurology,Low,5,30,37,0.0626,57228.59,33757.29,8,22,23471.30,0.4101
2026-08-01,D0109,R014,P005,MediCore,West,Rajasthan,Neurology,Low,5,12,14,0.0687,9387.65,6764.51,4,8,2623.14,0.2794
2026-08-01,D0110,R023,P002,GlucoCare,East,Odisha,Diabetology,Medium,4,29,32,0.0629,29387.29,20009.32,10,19,9377.97,0.3191
2026-08-01,D0111,R009,P001,CardioPlus,West,Maharashtra,Cardiology,High,4,42,44,0.0919,49943.01,30854.21,16,26,19088.80,0.3822
2026-08-01,D0112,R011,P001,CardioPlus,North,Haryana,Cardiology,Medium,2,18,20,0.1005,22487.71,14814.95,5,13,7672.76,0.3412
2026-08-01,D0112,R001,P005,MediCore,North,Haryana,Cardiology,Medium,8,25,26,0.0572,17648.94,12956.75,5,20,4692.19,0.2659
2026-08-01,D0113,R010,P001,CardioPlus,Central,Jharkhand,Cardiology,Low,3,13,14,0.1025,15706.44,10056.13,3,10,5650.31,0.3597
2026-08-01,D0114,R002,P004,NeuroZen,South,Karnataka,Neurology,Low,2,12,13,0.0932,19451.42,11568.73,4,8,7882.69,0.4052
2026-08-01,D0115,R013,P003,RespiraX,East,Odisha,Pulmonology,Medium,6,46,62,0.0818,80842.23,50402.35,19,27,30439.88,0.3765
2026-08-01,D0116,R024,P004,NeuroZen,West,Gujarat,Neurology,Medium,5,20,25,0.0732,38231.50,21368.37,6,14,16863.13,0.4411
2026-08-01,D0117,R012,P001,CardioPlus,South,Karnataka,Cardiology,Medium,1,20,25,0.0592,29401.18,18081.08,4,16,11320.09,0.3850
2026-08-01,D0118,R007,P005,MediCore,South,Telangana,General Medicine,Medium,3,20,24,0.0997,15557.55,11217.24,8,12,4340.31,0.2790
2026-08-01,D0119,R009,P003,RespiraX,West,Goa,Pulmonology,Medium,4,33,40,0.0809,52205.09,30866.66,7,26,21338.43,0.4087
2026-08-01,D0120,R009,P002,GlucoCare,West,Goa,Diabetology,High,7,52,59,0.0754,53462.46,37306.72,15,37,16155.74,0.3022
2026-08-01,D0120,R019,P005,MediCore,West,Goa,Diabetology,High,2,10,10,0.0895,6555.84,4749.36,2,8,1806.49,0.2756
2026-08-01,D0121,R006,P001,CardioPlus,North,Uttar Pradesh,Cardiology,High,2,39,51,0.0902,58000.49,37291.39,16,23,20709.11,0.3571
2026-08-01,D0122,R004,P001,CardioPlus,West,Gujarat,Cardiology,Medium,6,29,34,0.0953,38448.93,25330.78,8,21,13118.16,0.3412
2026-08-01,D0123,R018,P004,NeuroZen,East,West Bengal,Neurology,Low,1,16,21,0.1014,31137.55,18048.83,4,12,13088.72,0.4204
2026-08-01,D0124,R009,P004,NeuroZen,West,Maharashtra,Neurology,Medium,4,40,46,0.0709,70518.16,41646.73,10,30,28871.43,0.4094
2026-08-01,D0125,R005,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,High,8,51,56,0.0795,73197.96,43521.77,12,39,29676.19,0.4054
2026-08-01,D0126,R002,P003,RespiraX,South,Telangana,Pulmonology,Medium,4,27,31,0.0753,40706.39,24816.97,10,17,15889.42,0.3903
2026-08-01,D0127,R011,P004,NeuroZen,North,Punjab,Neurology,High,8,49,56,0.0718,85766.47,51293.49,13,36,34472.98,0.4019
2026-08-01,D0128,R006,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Low,1,17,21,0.0887,18754.84,12492.04,5,12,6262.80,0.3339
2026-08-01,D0129,R023,P005,MediCore,East,Bihar,General Medicine,High,9,51,58,0.0727,38722.16,27332.08,13,38,11390.08,0.2941
2026-08-01,D0130,R018,P004,NeuroZen,East,Assam,Neurology,Medium,6,25,28,0.0787,42562.32,24246.57,8,17,18315.75,0.4303
2026-08-01,D0131,R005,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,5,31,32,0.0666,49284.25,28274.17,7,24,21010.08,0.4263
2026-08-01,D0132,R016,P001,CardioPlus,North,Punjab,Cardiology,Medium,8,39,50,0.0886,56963.11,37256.23,9,30,19706.88,0.3460
2026-08-01,D0133,R022,P002,GlucoCare,South,Tamil Nadu,Diabetology,Medium,9,33,41,0.0898,36572.61,24200.07,8,25,12372.54,0.3383
2026-08-01,D0134,R005,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Low,3,15,20,0.0595,18432.85,12067.05,5,10,6365.80,0.3454
2026-08-01,D0135,R024,P005,MediCore,West,Gujarat,General Medicine,Low,3,25,32,0.0827,21133.53,15282.32,8,17,5851.21,0.2769
2026-08-01,D0135,R014,P001,CardioPlus,West,Gujarat,General Medicine,Low,5,15,20,0.0912,22720.73,15113.78,6,9,7606.95,0.3348
2026-08-01,D0136,R001,P004,NeuroZen,North,Uttar Pradesh,Neurology,High,6,37,43,0.0591,66753.51,38762.18,11,26,27991.32,0.4193
2026-08-01,D0137,R006,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,1,12,13,0.0616,8783.72,6363.43,3,9,2420.29,0.2755
2026-08-01,D0138,R004,P001,CardioPlus,West,Maharashtra,Cardiology,High,7,49,52,0.0893,59194.18,37960.07,13,36,21234.10,0.3587
2026-08-01,D0139,R011,P001,CardioPlus,North,Punjab,Cardiology,Medium,6,32,42,0.0673,48967.48,30858.89,13,19,18108.59,0.3698
2026-08-01,D0140,R013,P001,CardioPlus,East,Odisha,Cardiology,Medium,8,41,45,0.0853,51454.32,34100.86,13,28,17353.46,0.3373
2026-08-01,D0141,R017,P003,RespiraX,South,Karnataka,Pulmonology,Medium,2,28,34,0.0552,45616.13,26997.66,11,17,18618.48,0.4082
2026-08-01,D0142,R015,P003,RespiraX,Central,Jharkhand,Pulmonology,High,9,50,62,0.0565,83065.83,48457.57,11,39,34608.27,0.4166
2026-08-01,D0143,R013,P004,NeuroZen,East,Assam,Neurology,Medium,4,31,39,0.0920,58429.87,34925.37,10,21,23504.50,0.4023
2026-08-01,D0144,R022,P004,NeuroZen,South,Telangana,Neurology,Medium,5,23,26,0.0885,39102.14,22694.13,8,15,16408.01,0.4196
2026-08-01,D0145,R008,P004,NeuroZen,East,Bihar,Neurology,Medium,5,36,42,0.0561,65409.40,38098.67,8,28,27310.72,0.4175
2026-08-01,D0146,R022,P001,CardioPlus,South,Telangana,Cardiology,High,10,51,54,0.0671,62972.23,40119.89,17,34,22852.34,0.3629
2026-08-01,D0147,R017,P003,RespiraX,South,Karnataka,Pulmonology,Medium,3,24,31,0.1014,39554.29,24414.63,7,17,15139.66,0.3828
2026-08-01,D0148,R017,P003,RespiraX,South,Karnataka,Pulmonology,High,7,66,80,0.0608,106693.90,63296.68,23,43,43397.22,0.4067
2026-08-01,D0149,R024,P003,RespiraX,West,Rajasthan,Pulmonology,High,4,35,43,0.0995,54984.59,33493.78,9,26,21490.81,0.3909
2026-08-01,D0150,R020,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,2,21,22,0.0606,29347.06,17453.30,7,14,11893.76,0.4053
2026-08-01,D0151,R003,P002,GlucoCare,East,Assam,Diabetology,Low,2,15,17,0.1018,14963.52,10171.53,5,10,4791.99,0.3202
2026-08-01,D0151,R013,P001,CardioPlus,East,Assam,Diabetology,Low,6,18,19,0.0730,22016.69,14394.60,6,12,7622.09,0.3462
2026-08-01,D0152,R021,P001,CardioPlus,North,Uttar Pradesh,Cardiology,Medium,4,20,23,0.0842,26327.88,16546.55,5,15,9781.33,0.3715
2026-08-01,D0152,R006,P005,MediCore,North,Uttar Pradesh,Cardiology,Medium,6,25,31,0.0866,20387.59,15085.33,6,19,5302.26,0.2601
2026-08-01,D0153,R019,P002,GlucoCare,West,Gujarat,Diabetology,Medium,4,26,31,0.0810,27919.39,18472.87,5,21,9446.51,0.3383
2026-08-01,D0154,R001,P002,GlucoCare,North,Delhi,Diabetology,Medium,9,37,45,0.0629,41328.15,29175.48,9,28,12152.67,0.2941
2026-08-01,D0155,R002,P005,MediCore,South,Karnataka,General Medicine,Medium,4,27,35,0.0854,23048.95,16720.02,6,21,6328.92,0.2746
2026-08-01,D0156,R019,P003,RespiraX,West,Gujarat,Pulmonology,Medium,9,40,52,0.0787,68029.76,39961.10,11,29,28068.66,0.4126
2026-08-01,D0156,R024,P002,GlucoCare,West,Gujarat,Pulmonology,Medium,8,25,29,0.0599,26716.56,17611.55,7,18,9105.01,0.3408
2026-08-01,D0157,R025,P005,MediCore,Central,Madhya Pradesh,General Medicine,Low,3,21,26,0.0915,17006.78,12673.53,7,14,4333.25,0.2548
2026-08-01,D0158,R010,P001,CardioPlus,Central,Jharkhand,Cardiology,Low,3,24,26,0.0584,30601.76,20248.78,9,15,10352.98,0.3383
2026-08-01,D0159,R012,P004,NeuroZen,South,Telangana,Neurology,High,6,38,48,0.0900,72075.95,41709.02,9,29,30366.93,0.4213
2026-08-01,D0160,R016,P004,NeuroZen,North,Punjab,Neurology,Medium,4,28,32,0.0678,49219.84,28732.06,8,20,20487.78,0.4163
2026-08-01,D0161,R014,P005,MediCore,West,Goa,General Medicine,Medium,6,37,42,0.0613,28384.84,20051.59,13,24,8333.24,0.2936
2026-08-01,D0162,R015,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,5,42,51,0.0833,77144.08,45061.52,11,31,32082.55,0.4159
2026-08-01,D0163,R002,P002,GlucoCare,South,Karnataka,Diabetology,High,6,54,69,0.0742,62599.30,43243.62,22,32,19355.68,0.3092
2026-08-01,D0164,R007,P005,MediCore,South,Kerala,General Medicine,Medium,6,44,59,0.0901,38653.14,27976.45,18,26,10676.69,0.2762
2026-08-01,D0164,R012,P001,CardioPlus,South,Kerala,General Medicine,Medium,6,20,24,0.0868,27395.85,18172.16,6,14,9223.69,0.3367
2026-08-01,D0165,R008,P005,MediCore,East,Assam,General Medicine,Low,5,30,37,0.0811,24479.99,16991.49,10,20,7488.50,0.3059
2026-08-01,D0166,R024,P005,MediCore,West,Gujarat,General Medicine,Low,4,17,19,0.0877,12480.29,9339.65,3,14,3140.64,0.2516
2026-08-01,D0167,R013,P004,NeuroZen,East,Assam,Neurology,Medium,4,21,27,0.0841,40802.90,24044.63,6,15,16758.27,0.4107
2026-08-01,D0168,R017,P002,GlucoCare,South,Kerala,Diabetology,Low,5,23,25,0.0757,22646.51,15412.24,6,17,7234.27,0.3194
2026-08-01,D0169,R007,P003,RespiraX,South,Kerala,Pulmonology,Medium,4,32,42,0.0821,54740.59,33499.57,9,23,21241.02,0.3880
2026-08-01,D0170,R015,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,3,16,19,0.0875,28607.51,16644.20,4,12,11963.31,0.4182
2026-08-01,D0171,R016,P002,GlucoCare,North,Punjab,Diabetology,Medium,4,22,23,0.0766,20812.74,13629.62,4,18,7183.12,0.3451
2026-08-01,D0172,R018,P002,GlucoCare,East,West Bengal,Diabetology,Medium,11,38,43,0.0683,39260.35,26957.25,9,29,12303.09,0.3134
2026-08-01,D0173,R014,P004,NeuroZen,West,Goa,Neurology,High,8,44,53,0.0715,81195.56,47024.39,14,30,34171.17,0.4209
2026-08-01,D0174,R023,P001,CardioPlus,East,West Bengal,Cardiology,Medium,1,20,26,0.0838,29776.67,19744.23,6,14,10032.44,0.3369
2026-08-01,D0175,R023,P004,NeuroZen,East,West Bengal,Neurology,Medium,7,33,39,0.0664,60078.80,33543.28,11,22,26535.52,0.4417
2026-08-01,D0176,R021,P002,GlucoCare,North,Haryana,Diabetology,Low,3,17,18,0.0721,16367.75,11015.68,6,11,5352.08,0.3270
2026-08-01,D0177,R004,P003,RespiraX,West,Gujarat,Pulmonology,Medium,6,37,40,0.1009,51069.61,31407.43,14,23,19662.18,0.3850
2026-08-01,D0178,R002,P004,NeuroZen,South,Telangana,Neurology,Low,3,15,15,0.1005,22262.90,12822.64,4,11,9440.25,0.4240
2026-08-01,D0179,R012,P005,MediCore,South,Tamil Nadu,General Medicine,High,6,40,44,0.0810,29115.31,21140.78,10,30,7974.54,0.2739
2026-08-01,D0180,R006,P005,MediCore,North,Delhi,General Medicine,Medium,4,29,33,0.0908,21602.16,15003.20,10,19,6598.96,0.3055
2026-08-01,D0181,R015,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,2,26,32,0.0886,28580.46,19182.11,11,15,9398.34,0.3288
2026-08-01,D0182,R020,P004,NeuroZen,Central,Madhya Pradesh,Neurology,Medium,3,21,23,0.0944,34369.14,20405.81,6,15,13963.33,0.4063
2026-08-01,D0183,R006,P004,NeuroZen,North,Delhi,Neurology,High,6,45,54,0.0784,82113.89,47264.80,16,29,34849.09,0.4244
2026-08-01,D0184,R010,P005,MediCore,Central,Chhattisgarh,General Medicine,Medium,5,32,34,0.0687,22798.61,17001.31,8,24,5797.30,0.2543
2026-08-01,D0185,R006,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,5,26,34,0.0864,22364.03,15492.40,8,18,6871.62,0.3073
2026-08-01,D0186,R003,P001,CardioPlus,East,Bihar,Cardiology,Medium,3,21,27,0.0806,31029.90,19574.24,7,14,11455.66,0.3692
2026-08-01,D0187,R007,P005,MediCore,South,Tamil Nadu,General Medicine,Medium,1,17,21,0.0928,13717.44,10112.03,4,13,3605.41,0.2628
2026-08-01,D0188,R019,P005,MediCore,West,Maharashtra,General Medicine,High,10,58,65,0.0989,42173.14,29915.05,15,43,12258.09,0.2907
2026-08-01,D0189,R016,P004,NeuroZen,North,Punjab,Neurology,Medium,4,30,37,0.1041,54694.51,32571.48,7,23,22123.03,0.4045
2026-08-01,D0190,R016,P004,NeuroZen,North,Haryana,Neurology,Medium,3,29,33,0.0925,49414.99,29076.66,11,18,20338.33,0.4116
2026-08-01,D0190,R021,P003,RespiraX,North,Haryana,Neurology,Medium,6,22,28,0.0877,36273.40,22299.43,7,15,13973.98,0.3852
2026-08-01,D0191,R017,P001,CardioPlus,South,Tamil Nadu,Cardiology,Medium,3,26,34,0.0781,39178.74,25070.12,9,17,14108.62,0.3601
2026-08-01,D0192,R019,P002,GlucoCare,West,Maharashtra,Diabetology,Medium,2,25,27,0.0961,23917.95,16605.18,10,15,7312.77,0.3057
2026-08-01,D0193,R007,P002,GlucoCare,South,Kerala,Diabetology,Medium,9,35,38,0.0797,34270.40,23840.04,10,25,10430.36,0.3044
2026-08-01,D0194,R002,P001,CardioPlus,South,Karnataka,Cardiology,Low,6,24,27,0.0979,30447.10,19633.72,6,18,10813.39,0.3552
2026-08-01,D0195,R016,P005,MediCore,North,Punjab,General Medicine,High,5,38,47,0.0670,31571.31,22036.73,8,30,9534.57,0.3020
2026-08-01,D0196,R015,P002,GlucoCare,Central,Chhattisgarh,Diabetology,Medium,5,27,29,0.0974,25652.82,17637.35,8,19,8015.47,0.3125
2026-08-01,D0196,R025,P003,RespiraX,Central,Chhattisgarh,Diabetology,Medium,3,10,11,0.0582,14710.70,9029.86,3,7,5680.85,0.3862
2026-08-01,D0197,R013,P003,RespiraX,East,Odisha,Pulmonology,Medium,3,30,34,0.0829,44278.46,26089.44,6,24,18189.01,0.4108
2026-08-01,D0198,R025,P005,MediCore,Central,Chhattisgarh,General Medicine,Medium,2,25,30,0.0550,20411.66,14943.98,10,15,5467.68,0.2679
2026-08-01,D0199,R007,P002,GlucoCare,South,Karnataka,Diabetology,High,9,47,62,0.0935,55080.03,37360.69,17,30,17719.34,0.3217
2026-08-01,D0200,R020,P004,NeuroZen,Central,Jharkhand,Neurology,Low,1,16,17,0.0846,25678.21,14726.02,6,10,10952.19,0.4265
2026-08-01,D0200,R010,P001,CardioPlus,Central,Jharkhand,Neurology,Low,3,2,2,0.0800,2300.01,1454.49,0,2,845.52,0.3676
2026-08-01,D0201,R014,P004,NeuroZen,West,Gujarat,Neurology,Medium,8,30,33,0.0567,51363.12,29010.99,7,23,22352.14,0.4352
2026-08-01,D0202,R025,P002,GlucoCare,Central,Madhya Pradesh,Diabetology,Medium,4,20,21,0.0758,19019.64,12612.24,5,15,6407.40,0.3369
2026-08-01,D0203,R024,P005,MediCore,West,Gujarat,General Medicine,High,5,36,45,0.0940,29354.60,20536.22,11,25,8818.38,0.3004
2026-08-01,D0204,R021,P003,RespiraX,North,Delhi,Pulmonology,Low,4,20,26,0.0737,34197.98,21319.77,8,12,12878.21,0.3766
2026-08-01,D0205,R005,P002,GlucoCare,Central,Jharkhand,Diabetology,High,11,43,47,0.0731,42694.88,29418.78,18,25,13276.11,0.3110
2026-08-01,D0206,R024,P004,NeuroZen,West,Maharashtra,Neurology,Medium,2,29,32,0.0997,47537.14,27042.85,8,21,20494.30,0.4311
2026-08-01,D0207,R022,P003,RespiraX,South,Telangana,Pulmonology,High,12,51,56,0.0830,72920.88,43484.75,15,36,29436.14,0.4037
2026-08-01,D0208,R001,P005,MediCore,North,Delhi,General Medicine,High,11,50,64,0.0576,43426.01,30187.65,20,30,13238.36,0.3048
2026-08-01,D0209,R016,P002,GlucoCare,North,Punjab,Diabetology,Medium,2,23,24,0.0888,21432.42,14291.22,10,13,7141.21,0.3332
2026-08-01,D0210,R017,P001,CardioPlus,South,Tamil Nadu,Cardiology,Low,3,19,21,0.1005,23612.09,15046.54,6,13,8565.55,0.3628
2026-08-01,D0211,R023,P003,RespiraX,East,West Bengal,Pulmonology,Medium,2,25,30,0.0742,39440.03,23616.15,9,16,15823.88,0.4012
2026-08-01,D0212,R021,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,8,42,49,0.0693,44692.57,30242.92,17,25,14449.65,0.3233
2026-08-01,D0213,R016,P004,NeuroZen,North,Delhi,Neurology,Medium,8,26,29,0.0614,44911.91,26002.08,6,20,18909.83,0.4210
2026-08-01,D0214,R024,P003,RespiraX,West,Gujarat,Pulmonology,Medium,4,29,35,0.0876,45345.72,26446.01,9,20,18899.72,0.4168
2026-08-01,D0215,R011,P001,CardioPlus,North,Punjab,Cardiology,Medium,2,20,26,0.0732,30120.93,19570.94,7,13,10550.00,0.3503
2026-08-01,D0216,R013,P003,RespiraX,East,Assam,Pulmonology,High,3,40,52,0.0775,68114.19,41277.99,15,25,26836.20,0.3940
2026-08-01,D0217,R020,P004,NeuroZen,Central,Madhya Pradesh,Neurology,High,5,31,38,0.1021,56299.74,31942.29,13,18,24357.44,0.4326
2026-08-01,D0218,R023,P002,GlucoCare,East,Bihar,Diabetology,Low,1,18,20,0.0706,18217.02,12042.21,4,14,6174.81,0.3390
2026-08-01,D0219,R023,P004,NeuroZen,East,Odisha,Neurology,Low,5,27,31,0.0787,47125.37,28013.18,10,17,19112.19,0.4056
2026-08-01,D0220,R010,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Medium,3,29,32,0.0602,42706.46,25998.41,11,18,16708.05,0.3912
2026-08-01,D0221,R010,P005,MediCore,Central,Jharkhand,General Medicine,Medium,2,26,27,0.1024,17449.55,12359.71,11,15,5089.84,0.2917
2026-08-01,D0221,R025,P004,NeuroZen,Central,Jharkhand,General Medicine,Medium,6,19,21,0.0921,31458.53,18781.31,6,13,12677.22,0.4030
2026-08-01,D0222,R010,P001,CardioPlus,Central,Chhattisgarh,Cardiology,Medium,6,27,31,0.0906,35239.61,22593.04,11,16,12646.57,0.3589
2026-08-01,D0223,R009,P004,NeuroZen,West,Maharashtra,Neurology,High,7,58,67,0.1050,98946.59,55735.39,14,44,43211.20,0.4367
2026-08-01,D0224,R022,P004,NeuroZen,South,Telangana,Neurology,Low,1,9,10,0.0807,15168.69,8621.71,3,6,6546.97,0.4316
2026-08-01,D0225,R006,P003,RespiraX,North,Punjab,Pulmonology,Low,1,6,8,0.0917,10318.56,5981.15,2,4,4337.41,0.4204
2026-08-01,D0226,R008,P003,RespiraX,East,Assam,Pulmonology,Medium,5,25,28,0.0870,36300.97,22408.02,7,18,13892.94,0.3827
2026-08-01,D0227,R001,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,4,34,37,0.0659,33871.69,23433.48,12,22,10438.20,0.3082
2026-08-01,D0228,R019,P005,MediCore,West,Rajasthan,General Medicine,Medium,4,30,34,0.0976,22091.49,15484.89,10,20,6606.60,0.2991
2026-08-01,D0229,R005,P001,CardioPlus,Central,Chhattisgarh,Cardiology,High,7,45,48,0.0882,54705.14,34510.30,14,31,20194.84,0.3692
2026-08-01,D0230,R021,P005,MediCore,North,Uttar Pradesh,General Medicine,Low,5,20,23,0.0684,15427.97,11453.61,7,13,3974.36,0.2576
2026-08-01,D0231,R014,P003,RespiraX,West,Gujarat,Pulmonology,Medium,5,39,45,0.0855,58439.29,35033.10,11,28,23406.19,0.4005
2026-08-01,D0231,R014,P004,NeuroZen,West,Gujarat,Pulmonology,Medium,2,22,27,0.0731,41291.96,22991.82,5,17,18300.14,0.4432
2026-08-01,D0232,R006,P005,MediCore,North,Uttar Pradesh,General Medicine,Medium,5,25,26,0.0801,17219.63,12804.72,6,19,4414.91,0.2564
2026-08-01,D0233,R012,P001,CardioPlus,South,Kerala,Cardiology,Low,4,26,34,0.1010,38207.44,25372.95,9,17,12834.49,0.3359
2026-08-01,D0234,R003,P001,CardioPlus,East,Bihar,Cardiology,Low,2,13,15,0.0868,17122.23,10977.00,5,8,6145.23,0.3589
2026-08-01,D0235,R020,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,1,12,13,0.0657,17246.84,10394.38,3,9,6852.45,0.3973
2026-08-01,D0236,R023,P002,GlucoCare,East,Odisha,Diabetology,Medium,2,23,27,0.0712,24577.18,16438.06,7,16,8139.12,0.3312
2026-08-01,D0237,R017,P005,MediCore,South,Telangana,General Medicine,Medium,6,37,40,0.0873,26284.97,18456.96,8,29,7828.01,0.2978
2026-08-01,D0238,R001,P005,MediCore,North,Punjab,General Medicine,High,4,33,38,0.0784,25216.14,17652.99,12,21,7563.16,0.2999
2026-08-01,D0239,R011,P004,NeuroZen,North,Punjab,Neurology,Low,3,16,19,0.0713,29115.38,16775.44,6,10,12339.94,0.4238
2026-08-01,D0239,R011,P005,MediCore,North,Punjab,Neurology,Low,3,12,15,0.1001,9719.37,7090.65,4,8,2628.72,0.2705
2026-08-01,D0240,R015,P005,MediCore,Central,Madhya Pradesh,General Medicine,Medium,5,21,27,0.0833,17819.74,13003.70,7,14,4816.04,0.2703
2026-08-01,D0241,R008,P002,GlucoCare,East,Bihar,Diabetology,High,7,48,58,0.0814,52213.21,34854.50,13,35,17358.71,0.3325
2026-08-01,D0242,R011,P002,GlucoCare,North,Delhi,Diabetology,Medium,7,42,48,0.0740,43558.58,28779.57,15,27,14779.01,0.3393
2026-08-01,D0243,R015,P003,RespiraX,Central,Jharkhand,Pulmonology,Low,3,10,11,0.0854,14285.61,8883.47,2,8,5402.14,0.3782
2026-08-01,D0244,R004,P001,CardioPlus,West,Gujarat,Cardiology,Low,1,15,16,0.0577,18846.28,11941.74,6,9,6904.54,0.3664
2026-08-01,D0245,R010,P004,NeuroZen,Central,Jharkhand,Neurology,Low,4,12,13,0.0972,19364.52,11637.99,2,10,7726.53,0.3990
2026-08-01,D0246,R004,P004,NeuroZen,West,Maharashtra,Neurology,Medium,4,37,47,0.0677,72300.04,40968.54,13,24,31331.50,0.4334
2026-08-01,D0247,R006,P002,GlucoCare,North,Uttar Pradesh,Diabetology,Medium,2,30,33,0.0726,29991.53,20693.52,11,19,9298.01,0.3100
2026-08-01,D0248,R025,P003,RespiraX,Central,Jharkhand,Pulmonology,Medium,5,33,39,0.0714,51426.61,29968.84,10,23,21457.76,0.4173
2026-08-01,D0248,R025,P004,NeuroZen,Central,Jharkhand,Pulmonology,Medium,5,21,22,0.1022,32591.91,18173.88,9,12,14418.03,0.4424
2026-08-01,D0249,R002,P003,RespiraX,South,Kerala,Pulmonology,High,6,43,50,0.0782,65448.16,37759.37,9,34,27688.80,0.4231
2026-08-01,D0250,R023,P004,NeuroZen,East,Assam,Neurology,Low,2,20,23,0.0552,35853.66,20397.07,6,14,15456.58,0.4311
2026-08-01,D0250,R018,P005,MediCore,East,Assam,Neurology,Low,3,10,11,0.0974,7148.25,5214.35,2,8,1933.89,0.2705
2026-08-01,D0251,R015,P003,RespiraX,Central,Madhya Pradesh,Pulmonology,Medium,3,47,58,0.0820,75604.65,44204.74,16,31,31399.90,0.4153
